RiderID,RaceName,Year,Position,BikeNumber,RiderURL,Rider1,Rider2,Machine,Time,Speed
10033,TT 2012 Dainese Superbike TT Race Results,2012,22,68,/TT-Database/competitors.aspx?ride_id=10033,Shaun Anderson,,1000 Suzuki,54:30.3,118.621
9791,TT 2012 Dainese Superbike TT Race Results,2012,23,39,/TT-Database/competitors.aspx?ride_id=9791,Antonio Maeso,,1000 BMW,55:07.3,117.986
9890,TT 2012 Dainese Superbike TT Race Results,2012,24,22,/TT-Database/competitors.aspx?ride_id=9890,Luis Carreira,,1000 Suzuki,55:08.9,117.959
8532,TT 2012 Dainese Superbike TT Race Results,2012,25,30,/TT-Database/competitors.aspx?ride_id=8532,Paul SHOESMITH,,1000 BMW,55:53.9,117.197
9790,TT 2012 Dainese Superbike TT Race Results,2012,26,41,/TT-Database/competitors.aspx?ride_id=9790,David Hewson,,1000 KAWASAKI,56:05.5,117.002
8538,TT 2012 Dainese Superbike TT Race Results,2012,27,47,/TT-Database/competitors.aspx?ride_id=8538,Scott WILSON,,1000 BMW,56:56.9,116.143
10093,TT 2012 Dainese Superbike TT Race Results,2012,28,77,/TT-Database/competitors.aspx?ride_id=10093,William Davison,,1000 Honda,57:06.9,115.978
8645,TT 2012 Dainese Superbike TT Race Results,2012,29,48,/TT-Database/competitors.aspx?ride_id=8645,Jules Croft,,1000 Honda,57:18.2,115.793
8610,TT 2012 Dainese Superbike TT Race Results,2012,30,19,/TT-Database/competitors.aspx?ride_id=8610,Mark Miller,,1000 APRILIA,57:24.0,115.698
9873,TT 2012 Dainese Superbike TT Race Results,2012,31,54,/TT-Database/competitors.aspx?ride_id=9873,Steve Heneghan,,1000 KAWASAKI,57:54.0,115.206
4415,TT 2012 Dainese Superbike TT Race Results,2012,32,50,/TT-Database/competitors.aspx?ride_id=4415,George Spence,,1000 APRILIA,59:50.7,113.337
8393,TT 2012 Dainese Superbike TT Race Results,2012,33,67,/TT-Database/competitors.aspx?ride_id=8393,Ryan Mccay,,1000 Honda,00:27.6,112.758
9894,TT 2012 Dainese Superbike TT Race Results,2012,34,21,/TT-Database/competitors.aspx?ride_id=9894,Rico Penzkofer,,1000 BMW,00:48.1,112.439
10149,TT 2012 Dainese Superbike TT Race Results,2012,35,85,/TT-Database/competitors.aspx?ride_id=10149,John Ingram,,1000 Honda,00:49.3,112.42
9866,TT 2012 Dainese Superbike TT Race Results,2012,36,74,/TT-Database/competitors.aspx?ride_id=9866,Yoshinari Matsushita,,1000 BMW,00:56.8,112.304
4537,TT 2012 Dainese Superbike TT Race Results,2012,37,76,/TT-Database/competitors.aspx?ride_id=4537,Maria Costello,,1000 KAWASAKI,01:08.1,112.129
10150,TT 2012 Dainese Superbike TT Race Results,2012,38,83,/TT-Database/competitors.aspx?ride_id=10150,Graham English,,1000 BMW,04:36.3,109.007
3882,TT 2012 Dainese Superbike TT Race Results,2012,39,58,/TT-Database/competitors.aspx?ride_id=3882,Dave Madsen-Mygdal,,1000 YAMAHA,05:04.1,108.602
3753,TT 2012 Sure Sidecar Race 1 Results,2012,1,1,/TT-Database/competitors.aspx?ride_id=3753,Dave Molyneux,&amp; Patrick Farrance,600 DMR,00:04.3,113.055
9884,TT 2012 Sure Sidecar Race 1 Results,2012,2,5,/TT-Database/competitors.aspx?ride_id=9884,Ben Birchall,&amp; Tom  Birchall,600 LCR Honda,00:26.6,112.359
4160,TT 2012 Sure Sidecar Race 1 Results,2012,3,4,/TT-Database/competitors.aspx?ride_id=4160,Conrad Harrison,&amp; Mike Aylott,600 Shelbourne Honda,00:40.9,111.919
4400,TT 2012 Sure Sidecar Race 1 Results,2012,4,6,/TT-Database/competitors.aspx?ride_id=4400,Gary Bryan,&amp; Jamie Winn,600 Baker Honda,01:32.8,110.346
9805,TT 2012 Sure Sidecar Race 1 Results,2012,5,12,/TT-Database/competitors.aspx?ride_id=9805,Robert Handcock,&amp; Ken Edwards,600 Shelbourne Honda,03:14.9,107.376
4263,TT 2012 Sure Sidecar Race 1 Results,2012,6,19,/TT-Database/competitors.aspx?ride_id=4263,Mike Cookson,&amp; Kris Hibberd,600 IRESON HONDA,03:31.0,106.923
9918,TT 2012 Sure Sidecar Race 1 Results,2012,7,27,/TT-Database/competitors.aspx?ride_id=9918,Gary Knight,&amp; Dan Knight,600 DMR Kawasaki,03:42.1,106.612
9499,TT 2012 Sure Sidecar Race 1 Results,2012,8,35,/TT-Database/competitors.aspx?ride_id=9499,Frank Lelias,&amp; Charlie Richardson,600 LCR Honda,03:52.9,106.313
8407,TT 2012 Sure Sidecar Race 1 Results,2012,9,31,/TT-Database/competitors.aspx?ride_id=8407,John Saunders,&amp; Shaun Parker,600 Shelbourne Honda,04:19.2,105.588
4407,TT 2012 Sure Sidecar Race 1 Results,2012,10,21,/TT-Database/competitors.aspx?ride_id=4407,Tony Thirkell,&amp; Nigel Barlow,600 MR Equipe Honda,04:27.8,105.354
8389,TT 2012 Sure Sidecar Race 1 Results,2012,11,23,/TT-Database/competitors.aspx?ride_id=8389,Francois Leblond,&amp; Johnathan Huet,600 Shelbourne Suzuki,04:55.7,104.597
9878,TT 2012 Sure Sidecar Race 1 Results,2012,12,28,/TT-Database/competitors.aspx?ride_id=9878,Mick Donovan,&amp; Aaron Galligan,600 Honda,05:11.2,104.184
10156,TT 2012 Sure Sidecar Race 1 Results,2012,13,42,/TT-Database/competitors.aspx?ride_id=10156,David Atkinson,&amp; Phil Knapton,600 LCR Suzuki,05:12.1,104.159
9793,TT 2012 Sure Sidecar Race 1 Results,2012,14,7,/TT-Database/competitors.aspx?ride_id=9793,Douglas Wright,&amp; Martin Hull,600 Baker Honda,05:26.0,103.792
3832,TT 2012 Sure Sidecar Race 1 Results,2012,15,11,/TT-Database/competitors.aspx?ride_id=3832,Gordon Shand,&amp; Stuart Clark,600 Shand F2 Suzuki,05:26.7,103.772
8387,TT 2012 Sure Sidecar Race 1 Results,2012,16,37,/TT-Database/competitors.aspx?ride_id=8387,Andy King,&amp; Kenny Cole,600 IRESON HONDA,06:10.5,102.626
3754,TT 2012 Sure Sidecar Race 1 Results,2012,17,13,/TT-Database/competitors.aspx?ride_id=3754,Tony Baker,&amp; Fiona Baker-Milligan,600 Baker Suzuki,06:12.7,102.57
10159,TT 2012 Sure Sidecar Race 1 Results,2012,18,20,/TT-Database/competitors.aspx?ride_id=10159,Wayne Lockley,&amp; Owen Clements,600 IRESON HONDA,06:50.0,101.616
9915,TT 2012 Sure Sidecar Race 1 Results,2012,19,32,/TT-Database/competitors.aspx?ride_id=9915,Nicholas Dukes,&amp; William Moralee,600 BLR,07:07.6,101.174
4059,TT 2012 Sure Sidecar Race 1 Results,2012,20,36,/TT-Database/competitors.aspx?ride_id=4059,Brian Alflatt,&amp; Heath Lane,600 Suzuki,07:18.4,100.901
9470,TT 2012 Sure Sidecar Race 1 Results,2012,21,43,/TT-Database/competitors.aspx?ride_id=9470,Peter Alton,&amp; Keith Brotherton,600 Baker Honda,07:35.4,100.48
9880,TT 2012 Sure Sidecar Race 1 Results,2012,22,41,/TT-Database/competitors.aspx?ride_id=9880,Darryl Rayner,&amp; Mathew Johnston,600 Shelbourne Honda,08:06.5,99.715
4260,TT 2012 Sure Sidecar Race 1 Results,2012,23,30,/TT-Database/competitors.aspx?ride_id=4260,Stephen Ramsden,&amp; Johnathan McWhir,600 Jacobs Yamaha,08:59.7,98.434
10164,TT 2012 Sure Sidecar Race 1 Results,2012,24,54,/TT-Database/competitors.aspx?ride_id=10164,Mark Saunders,&amp; Lee Saunders,600 Suzuki,10:53.7,95.795
10166,TT 2012 Sure Sidecar Race 1 Results,2012,25,49,/TT-Database/competitors.aspx?ride_id=10166,Dave Quirk,&amp; Paul Bumfrey,600 DMR YAMAHA,11:11.5,95.396
4871,TT 2012 Sure Sidecar Race 1 Results,2012,26,46,/TT-Database/competitors.aspx?ride_id=4871,Nigel Smith,&amp; Peter Burgess,600 IRESON HONDA,13:34.6,92.304
4310,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,1,5,/TT-Database/competitors.aspx?ride_id=4310,Bruce Anstey,,600 Honda,12:55.9,124.16
8526,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,2,4,/TT-Database/competitors.aspx?ride_id=8526,Cameron DONALD,,600 Honda,12:56.7,124.138
8611,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,3,15,/TT-Database/competitors.aspx?ride_id=8611,William Dunlop,,600 Honda,13:17.8,123.542
4307,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,4,1,/TT-Database/competitors.aspx?ride_id=4307,John McGuinness,,600 Honda,13:26.1,123.31
9850,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,5,13,/TT-Database/competitors.aspx?ride_id=9850,James Hillier,,600 Kawasaki,15:25.9,120.046
3649,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,6,14,/TT-Database/competitors.aspx?ride_id=3649,Ian Lougher,,600 Kawasaki,15:36.1,119.776
2691,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,7,18,/TT-Database/competitors.aspx?ride_id=2691,Roy Richardson,,600 Yamaha,15:36.1,119.776
4538,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,8,11,/TT-Database/competitors.aspx?ride_id=4538,Dan Stewart,,600 Honda,15:46.4,119.503
8379,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,9,6,/TT-Database/competitors.aspx?ride_id=8379,Ian Hutchinson,,600 Yamaha,15:54.8,119.283
9964,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,10,38,/TT-Database/competitors.aspx?ride_id=9964,Ivan Lintin,,600 Kawasaki,16:21.6,118.586
9927,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,11,48,/TT-Database/competitors.aspx?ride_id=9927,Daniel Cooper,,675 Triumph,16:39.5,118.124
4343,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,12,16,/TT-Database/competitors.aspx?ride_id=4343,Adrian Archibald,,600 Yamaha,16:41.2,118.08
10076,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,13,41,/TT-Database/competitors.aspx?ride_id=10076,Robert  Wilson,,600 Kawasaki,16:47.0,117.932
9870,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,14,29,/TT-Database/competitors.aspx?ride_id=9870,Russell Mountford,,600 Yamaha,16:54.3,117.745
8450,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,15,37,/TT-Database/competitors.aspx?ride_id=8450,Stefano BONETTI,,600 Honda,16:54.5,117.739
8158,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,16,22,/TT-Database/competitors.aspx?ride_id=8158,Davy Morgan,,600 Yamaha,17:04.8,117.478
9823,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,17,26,/TT-Database/competitors.aspx?ride_id=9823,Robert Barber,,600 Honda,17:07.4,117.413
4974,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,18,17,/TT-Database/competitors.aspx?ride_id=4974,Mark Parrett,,600 Yamaha,17:07.7,117.405
4547,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,19,30,/TT-Database/competitors.aspx?ride_id=4547,Paul Owen,,600 Yamaha,17:15.8,117.199
9911,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,20,44,/TT-Database/competitors.aspx?ride_id=9911,Daniel Hegarty,,600 Kawasaki,17:16.2,117.188
9849,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,21,20,/TT-Database/competitors.aspx?ride_id=9849,Oliver Linsdell,,600 Yamaha,17:45.8,116.445
9903,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,22,64,/TT-Database/competitors.aspx?ride_id=9903,Brian McCormack,,600 Yamaha,18:05.3,115.962
9786,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,23,35,/TT-Database/competitors.aspx?ride_id=9786,Roger Maher,,600 Yamaha,18:18.1,115.645
8532,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,24,39,/TT-Database/competitors.aspx?ride_id=8532,Paul SHOESMITH,,600 Yamaha,18:21.4,115.564
4036,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,25,70,/TT-Database/competitors.aspx?ride_id=4036,Dave Moffitt,,675 Triumph,18:35.3,115.223
9790,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,26,49,/TT-Database/competitors.aspx?ride_id=9790,David Hewson,,600 Yamaha,18:37.0,115.182
10093,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,27,65,/TT-Database/competitors.aspx?ride_id=10093,William Davison,,600 Honda,18:43.9,115.013
9784,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,28,7,/TT-Database/competitors.aspx?ride_id=9784,Gary Johnson,,600 Honda,18:44.8,114.993
8538,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,29,53,/TT-Database/competitors.aspx?ride_id=8538,Scott WILSON,,600 Yamaha,18:49.3,114.883
9996,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,30,72,/TT-Database/competitors.aspx?ride_id=9996,David Mulligan,,600 Yamaha,19:03.4,114.541
8349,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,31,28,/TT-Database/competitors.aspx?ride_id=8349,John Burrows,,600 Honda,19:16.6,114.223
4272,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,32,59,/TT-Database/competitors.aspx?ride_id=4272,Phil Harvey,,600 Yamaha,19:19.6,114.151
3904,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,33,66,/TT-Database/competitors.aspx?ride_id=3904,Chris Petty,,600 Yamaha,19:23.7,114.054
8635,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,34,76,/TT-Database/competitors.aspx?ride_id=8635,Billy Smith,,600 Suzuki,19:32.7,113.836
3882,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,35,46,/TT-Database/competitors.aspx?ride_id=3882,Dave Madsen-Mygdal,,600 Yamaha,19:36.8,113.741
9791,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,36,40,/TT-Database/competitors.aspx?ride_id=9791,Antonio Maeso,,600 Yamaha,19:46.6,113.506
4415,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,37,62,/TT-Database/competitors.aspx?ride_id=4415,George Spence,,600 Yamaha,19:58.0,113.238
8280,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,38,56,/TT-Database/competitors.aspx?ride_id=8280,Eric Wilson,,600 Honda,20:24.0,112.627
10055,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,39,75,/TT-Database/competitors.aspx?ride_id=10055,Adrian Cox,,600 Honda,20:33.8,112.398
4338,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,40,32,/TT-Database/competitors.aspx?ride_id=4338,Gary Carswell,,600 Honda,20:47.0,112.092
10009,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,41,79,/TT-Database/competitors.aspx?ride_id=10009,Timothee Monot,,600 Yamaha,21:01.9,111.749
10090,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,42,73,/TT-Database/competitors.aspx?ride_id=10090,Lee Vernon,,600 Yamaha,21:08.9,111.587
4749,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,43,87,/TT-Database/competitors.aspx?ride_id=4749,Alan (Bud) Jackson,,600 Suzuki,21:25.1,111.218
10152,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,44,82,/TT-Database/competitors.aspx?ride_id=10152,Jimmy Storrar,,600 Honda,21:25.1,111.218
10099,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,45,80,/TT-Database/competitors.aspx?ride_id=10099,Nuno Caetano,,600 Kawasaki,21:40.9,110.86
4537,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,46,61,/TT-Database/competitors.aspx?ride_id=4537,Maria Costello,,600 Yamaha,22:02.7,110.37
9789,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,47,23,/TT-Database/competitors.aspx?ride_id=9789,Ian Mackman,,600 Kawasaki,22:21.8,109.943
8486,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,48,88,/TT-Database/competitors.aspx?ride_id=8486,Andy MCPHERSON,,600 Yamaha,23:13.0,108.814
10174,TT 2012 Monster Energy Supersport TT Race 1 Results,2012,49,84,/TT-Database/competitors.aspx?ride_id=10174,Gary Graves,,600 Yamaha,25:50.4,105.489
4307,TT 2012 Royal London 360 Superstock TT Results,2012,1,1,/TT-Database/competitors.aspx?ride_id=4307,John McGuinness,,1000 Honda,11:29.6,126.657
8649,TT 2012 Royal London 360 Superstock TT Results,2012,2,9,/TT-Database/competitors.aspx?ride_id=8649,Michael Dunlop,,1000 KAWASAKI,11:37.4,126.427
4541,TT 2012 Royal London 360 Superstock TT Results,2012,3,2,/TT-Database/competitors.aspx?ride_id=4541,Ryan Farquhar,,1000 KAWASAKI,11:42.4,126.281
4310,TT 2012 Royal London 360 Superstock TT Results,2012,4,5,/TT-Database/competitors.aspx?ride_id=4310,Bruce Anstey,,1000 Honda,12:06.0,125.593
8430,TT 2012 Royal London 360 Superstock TT Results,2012,5,3,/TT-Database/competitors.aspx?ride_id=8430,Guy MARTIN,,1000 Suzuki,12:06.8,125.567
9850,TT 2012 Royal London 360 Superstock TT Results,2012,6,13,/TT-Database/competitors.aspx?ride_id=9850,James Hillier,,1000 KAWASAKI,12:11.1,125.445
4195,TT 2012 Royal London 360 Superstock TT Results,2012,7,12,/TT-Database/competitors.aspx?ride_id=4195,Michael Rutter,,1000 KAWASAKI,12:18.5,125.231
9784,TT 2012 Royal London 360 Superstock TT Results,2012,8,7,/TT-Database/competitors.aspx?ride_id=9784,Gary Johnson,,1000 Honda,12:35.5,124.742
4538,TT 2012 Royal London 360 Superstock TT Results,2012,9,11,/TT-Database/competitors.aspx?ride_id=4538,Dan Stewart,,1000 Honda,12:40.1,124.61
8526,TT 2012 Royal London 360 Superstock TT Results,2012,10,4,/TT-Database/competitors.aspx?ride_id=8526,Cameron DONALD,,1000 Honda,12:42.2,124.548
8379,TT 2012 Royal London 360 Superstock TT Results,2012,11,6,/TT-Database/competitors.aspx?ride_id=8379,Ian Hutchinson,,1000 YAMAHA,13:33.3,123.107
8450,TT 2012 Royal London 360 Superstock TT Results,2012,12,29,/TT-Database/competitors.aspx?ride_id=8450,Stefano BONETTI,,1000 KAWASAKI,13:48.5,122.686
9902,TT 2012 Royal London 360 Superstock TT Results,2012,13,32,/TT-Database/competitors.aspx?ride_id=9902,David Johnson,,1000 KAWASAKI,14:00.9,122.341
9789,TT 2012 Royal London 360 Superstock TT Results,2012,14,26,/TT-Database/competitors.aspx?ride_id=9789,Ian Mackman,,1000 KAWASAKI,14:03.9,122.261
4343,TT 2012 Royal London 360 Superstock TT Results,2012,15,8,/TT-Database/competitors.aspx?ride_id=4343,Adrian Archibald,,1000 KAWASAKI,14:15.9,121.93
9864,TT 2012 Royal London 360 Superstock TT Results,2012,16,40,/TT-Database/competitors.aspx?ride_id=9864,Ben Wylie,,1000 BMW,14:18.0,121.874
9831,TT 2012 Royal London 360 Superstock TT Results,2012,17,60,/TT-Database/competitors.aspx?ride_id=9831,Alessio Corradi,,1000 BMW,14:32.3,121.484
8158,TT 2012 Royal London 360 Superstock TT Results,2012,18,20,/TT-Database/competitors.aspx?ride_id=8158,Davy Morgan,,1000 BMW,14:50.3,120.997
3649,TT 2012 Royal London 360 Superstock TT Results,2012,19,14,/TT-Database/competitors.aspx?ride_id=3649,Ian Lougher,,1000 KAWASAKI,14:51.1,120.975
4545,TT 2012 Royal London 360 Superstock TT Results,2012,20,28,/TT-Database/competitors.aspx?ride_id=4545,Ian Pattinson,,1000 BMW,15:03.5,120.642
9863,TT 2012 Royal London 360 Superstock TT Results,2012,21,24,/TT-Database/competitors.aspx?ride_id=9863,Steve Mercer,,1000 Honda,15:05.4,120.592
9890,TT 2012 Royal London 360 Superstock TT Results,2012,22,22,/TT-Database/competitors.aspx?ride_id=9890,Luis Carreira,,1000 Suzuki,15:06.0,120.574
4974,TT 2012 Royal London 360 Superstock TT Results,2012,23,23,/TT-Database/competitors.aspx?ride_id=4974,Mark Parrett,,1000 BMW,15:17.1,120.278
9927,TT 2012 Royal London 360 Superstock TT Results,2012,24,38,/TT-Database/competitors.aspx?ride_id=9927,Daniel Cooper,,1000 Honda,15:17.8,120.26
9903,TT 2012 Royal London 360 Superstock TT Results,2012,25,52,/TT-Database/competitors.aspx?ride_id=9903,Brian McCormack,,1000 Honda,15:25.4,120.059
8532,TT 2012 Royal London 360 Superstock TT Results,2012,26,30,/TT-Database/competitors.aspx?ride_id=8532,Paul SHOESMITH,,1000 BMW,15:45.4,119.529
4547,TT 2012 Royal London 360 Superstock TT Results,2012,27,36,/TT-Database/competitors.aspx?ride_id=4547,Paul Owen,,1000 Honda,16:05.3,119.008
10148,TT 2012 Royal London 360 Superstock TT Results,2012,28,86,/TT-Database/competitors.aspx?ride_id=10148,Karl Harris,,1000 Honda,16:06.4,118.981
8349,TT 2012 Royal London 360 Superstock TT Results,2012,29,27,/TT-Database/competitors.aspx?ride_id=8349,John Burrows,,1000 KAWASAKI,16:10.5,118.872
9790,TT 2012 Royal London 360 Superstock TT Results,2012,30,41,/TT-Database/competitors.aspx?ride_id=9790,David Hewson,,1000 KAWASAKI,16:43.6,118.091
8610,TT 2012 Royal London 360 Superstock TT Results,2012,31,19,/TT-Database/competitors.aspx?ride_id=8610,Mark Miller,,1000 APRILIA,16:50.2,117.851
9873,TT 2012 Royal London 360 Superstock TT Results,2012,32,54,/TT-Database/competitors.aspx?ride_id=9873,Steve Heneghan,,1000 KAWASAKI,16:56.3,117.693
8538,TT 2012 Royal London 360 Superstock TT Results,2012,33,47,/TT-Database/competitors.aspx?ride_id=8538,Scott WILSON,,1000 BMW,17:00.9,117.578
9997,TT 2012 Royal London 360 Superstock TT Results,2012,34,70,/TT-Database/competitors.aspx?ride_id=9997,Grant Wagstaff,,1000 KAWASAKI,17:10.1,117.343
9911,TT 2012 Royal London 360 Superstock TT Results,2012,35,66,/TT-Database/competitors.aspx?ride_id=9911,Daniel Hegarty,,1000 BMW,17:23.0,117.017
4487,TT 2012 Royal London 360 Superstock TT Results,2012,36,62,/TT-Database/competitors.aspx?ride_id=4487,Fabrice Miguet,,1000 KAWASAKI,17:23.6,117.002
10093,TT 2012 Royal London 360 Superstock TT Results,2012,37,77,/TT-Database/competitors.aspx?ride_id=10093,William Davison,,1000 Honda,17:26.6,116.926
8270,TT 2012 Royal London 360 Superstock TT Results,2012,38,64,/TT-Database/competitors.aspx?ride_id=8270,Alan Connor,,1000 Suzuki,17:45.4,116.456
9791,TT 2012 Royal London 360 Superstock TT Results,2012,39,39,/TT-Database/competitors.aspx?ride_id=9791,Antonio Maeso,,1200 KTM,17:49.0,116.367
8645,TT 2012 Royal London 360 Superstock TT Results,2012,40,48,/TT-Database/competitors.aspx?ride_id=8645,Jules Croft,,1000 Honda,18:24.1,115.497
8393,TT 2012 Royal London 360 Superstock TT Results,2012,41,67,/TT-Database/competitors.aspx?ride_id=8393,Ryan Mccay,,1000 Honda,18:30.3,115.345
9866,TT 2012 Royal London 360 Superstock TT Results,2012,42,74,/TT-Database/competitors.aspx?ride_id=9866,Yoshinari Matsushita,,1000 BMW,19:21.1,114.116
3882,TT 2012 Royal London 360 Superstock TT Results,2012,43,58,/TT-Database/competitors.aspx?ride_id=3882,Dave Madsen-Mygdal,,1000 YAMAHA,19:25.7,114.005
8462,TT 2012 Royal London 360 Superstock TT Results,2012,44,45,/TT-Database/competitors.aspx?ride_id=8462,Simon FULTON,,1000 Honda,19:35.7,113.762
4415,TT 2012 Royal London 360 Superstock TT Results,2012,45,50,/TT-Database/competitors.aspx?ride_id=4415,George Spence,,1000 APRILIA,19:35.9,113.76
10149,TT 2012 Royal London 360 Superstock TT Results,2012,46,85,/TT-Database/competitors.aspx?ride_id=10149,John Ingram,,1000 Honda,19:48.5,113.462
8529,TT 2012 Royal London 360 Superstock TT Results,2012,47,69,/TT-Database/competitors.aspx?ride_id=8529,Daniel JANSEN,,1000 BMW,19:50.1,113.424
4539,TT 2012 Royal London 360 Superstock TT Results,2012,48,59,/TT-Database/competitors.aspx?ride_id=4539,Paul Duckett,,1000 Suzuki,19:52.1,113.376
