RiderID,RiderName,TTDatabaseWebpage,UPPERCASERider,Biography,Picture1,Picture2,Picture3,Weight,Height,Website,TTCareerSummaryPosition1,TTCareer Summary Position2,TTCareerSummaryPosition3,TTCareerSummaryPosition4,TTCareerSummaryPosition5,TTCareerSummaryPosition6,TTCareerSummaryPosition7,TTCareerSummaryPosition8,TTCareerSummaryPosition9,TTCareerSummaryPosition10,TTCareerSummaryPosition11,TTCareerSummaryPosition12,TTCareerSummaryPosition13,TTCareerSummaryPosition14,TTCareerSummaryPosition15,TTCareerSummaryPosition16,TTCareerSummaryPosition17,TTCareerSummaryPosition18,TTCareerSummaryPosition19,TTCareerSummaryPosition20,TTCareerSummaryPosition21,TTCareerSummaryPosition22,TTCareerSummaryPosition23,TTCareerSummaryPosition24,TTCareerSummaryPosition25,TTCareerSummaryPosition26,TTCareerSummaryPosition27,TTCareerSummaryPosition28,TTCareerSummaryPosition29,TTCareerSummaryPosition30,TTCareerSummaryPosition31,TTCareerSummaryPosition32,TTCareerSummaryPosition33,TTCareerSummaryPosition34,TTCareerSummaryPosition35,TTCareerSummaryPosition36,TTCareerSummaryPosition37,TTCareerSummaryPosition38,TTCareerSummaryPosition39,TTCareerSummaryPosition40,TTCareerSummaryPosition41,TTCareerSummaryPosition42,TTCareerSummaryPosition43,TTCareerSummaryPosition44,TTCareerSummaryPosition45,TTCareerSummaryPosition46,TTCareerSummaryPosition47,TTCareerSummaryPosition48,TTCareerSummaryPosition49,TTCareerSummaryPosition50,TTCareerSummaryPosition51,TTCareerSummaryPosition52,TTCareerSummaryPosition53,TTCareerSummaryPosition54,TTCareerSummaryPosition55,TTCareerSummaryPosition56,TTCareerSummaryPosition57,TTCareerSummaryPosition58,TTCareerSummaryPosition59,TTCareerSummaryPosition60,TTCareerSummaryPosition61,TTCareerSummaryPosition62,TTCareerSummaryPosition63,TTCareerSummaryPosition64,TTCareerSummaryPosition65,TTCareerSummaryPosition66,TTCareerSummaryPosition67,TTCareerSummaryPosition68,TTCareerSummaryPosition69,TTCareerSummaryPosition70,TTCareerSummaryPosition71,TTCareerSummaryPositionDNF
6682,Andy Abram,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6682&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,E S Abram,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=302&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6171,Steve E Ackroyd,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6171&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,John McC Adam,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5833&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10002,Jamie Adam,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=10002&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,M C Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5705&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7051,George Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7051&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,J Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=685&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7688,Paul Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7688&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7891,Stewart Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7891&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7638,Dick Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7638&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7682,Sean Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7682&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7457,Mark C Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7457&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,S Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2427&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9421,Mark Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9421&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2625,Brian Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2625&filter=A,N,A biography for B G Adams has not yet been prepared.,,,,,,,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5090,Rex D Adams,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5090&filter=A,N,"<img class=""floatleft"" src=""/images/cache/4624fca13895b459a02555750578ca54.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/4624fca13895b459a02555750578ca54.jpg,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,J W Adamson,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=82&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5417,J W Adamson Jnr,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5417&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,H Adcock,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5254&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,K G Adcock,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1113&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,H J Addie,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1175&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5993,Kenneth Adger,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5993&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,Mike Adler,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3271&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4389,Patrick Adrian,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4389&filter=A,N,"<img class=""floatleft"" src=""/images/cache/783e43b1f0f407bc885db3e4473a4892.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/783e43b1f0f407bc885db3e4473a4892.jpg,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,E Agar,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5109&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,Duilio Agostini,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1699&filter=A,N,"<img class=""floatleft"" src=""/images/cache/f81651371e20e5097ffab1e864101acb.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/f81651371e20e5097ffab1e864101acb.jpg,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,Giacomo Agostini,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2333&filter=A,N,"<img class=""floatleft"" src=""/images/cache/c91e981be5689ca9b09b1cc7b1c03aea.jpg"" alt=""Photograph"" />An immensely skillful and courageous rider, Agostini was a real crowd pleaser with film star looks and enormous charm. He was popular with the fans - especially the ladies! He made his TT debut in the 1965 Junior on an MV 350 three cylinder finishing third. The Italian star rode in just 16 TT races, won ten and retired just three times, finishing in the top three on other occasions, all on MV Agustas. He completed a Senior/Junior double in 1968, 1969, 1970 and 1972.  He won the 350 and the 500 Championships in 1972 bringing his total World titles to twelve. He won the 500 World title again in 1975 then retired at the end of the 1976 season. During his TT  years Agostini gave the crowds many thrilling races and he is especially remembered for the spectacular battle between himself and Hailwood in the Diamond Jubilee Senior TT. Although Ago retired with a broken chain on the fifth lap, it was a special and historic race, and one which saw all records smashed.",http://www.iomtt.com/images/cache/c91e981be5689ca9b09b1cc7b1c03aea.jpg,http://www.iomtt.com/images/cache/61a444122fd7d44783112cb494a2e688.jpg,http://www.iomtt.com/images/cache/0dade3ab4c4287c2b8f9209eebb70397.jpg,,,,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1818,Andy Aharonian,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1818&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1653,Jack Ahearn,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1653&filter=A,N,"<img class=""floatleft"" src=""/images/cache/ff365cfa6fe341971c9d70b4229c9af8.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/ff365cfa6fe341971c9d70b4229c9af8.jpg,,,,,,0,0,0,1,1,0,0,0,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7109,Alexander G Aiken,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7109&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,Alan J Ainge,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6032&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8046,Tony Ainley,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8046&filter=A,N,"<img class=""floatleft"" src=""/images/cache/3e9549555bed3949dde0cf70268f8fa5.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/3e9549555bed3949dde0cf70268f8fa5.jpg,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,Kevin Ainscough,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6854&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,Anthony Ainslee,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7088&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,Anthony Ainslie,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3661&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9949,Roberto Airoldi,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9949&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,L G Aislabie,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1703&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,Peter M Aitchinson,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5435&filter=A,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
